Date,GEO,Products and product groups,VALUE
2020-11-01,Nova Scotia,"Recreation, education and reading",121.2
2020-12-01,Nova Scotia,"Recreation, education and reading",121.4
2021-01-01,Nova Scotia,"Recreation, education and reading",122.7
2021-02-01,Nova Scotia,"Recreation, education and reading",122.4
2021-03-01,Nova Scotia,"Recreation, education and reading",122.8
2021-04-01,Nova Scotia,"Recreation, education and reading",122.9
2021-05-01,Nova Scotia,"Recreation, education and reading",123.2
2021-06-01,Nova Scotia,"Recreation, education and reading",122.7
2021-07-01,Nova Scotia,"Recreation, education and reading",124.2
2021-08-01,Nova Scotia,"Recreation, education and reading",123.0
2021-09-01,Nova Scotia,"Recreation, education and reading",122.9
2021-10-01,Nova Scotia,"Recreation, education and reading",125.4
2021-11-01,Nova Scotia,"Recreation, education and reading",123.2
2018-01-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",195.2
2018-02-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",196.5
2018-03-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",197.8
2018-04-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",199.1
2018-05-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",199.7
2018-06-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",197.6
2018-07-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",198.1
2018-08-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",198.6
2018-09-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",198.3
2018-10-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",198.7
2018-11-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",198.9
2018-12-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",199.4
2019-01-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",199.4
2019-02-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",200.1
2019-03-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",200.1
2019-04-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",202.1
2019-05-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",202.2
2019-06-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",202.1
2019-07-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",202.4
2019-08-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",203.1
2019-09-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",202.9
2019-10-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",201.5
2019-11-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",201.4
2019-12-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",201.8
2020-01-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.0
2020-02-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.7
2020-03-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",207.3
2020-04-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",208.8
2020-05-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",208.4
2020-06-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",208.1
2020-07-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.8
2020-08-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.0
2020-09-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",205.2
2020-10-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.9
2020-11-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.6
2020-12-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",204.9
2021-01-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",205.8
2021-02-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",206.8
2021-03-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",207.1
2021-04-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",209.4
2021-05-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",211.3
2021-06-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",211.9
2021-07-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",212.2
2021-08-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",211.9
2021-09-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",212.5
2021-10-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",212.6
2021-11-01,Nova Scotia,"Alcoholic beverages, tobacco products and recreational cannabis",213.4
2018-01-01,Nova Scotia,Energy,166.1
2018-02-01,Nova Scotia,Energy,166.0
2018-03-01,Nova Scotia,Energy,165.9
2018-04-01,Nova Scotia,Energy,172.9
2018-05-01,Nova Scotia,Energy,177.5
2018-06-01,Nova Scotia,Energy,175.3
2018-07-01,Nova Scotia,Energy,175.8
2018-08-01,Nova Scotia,Energy,174.3
2018-09-01,Nova Scotia,Energy,173.9
2018-10-01,Nova Scotia,Energy,174.5
2018-11-01,Nova Scotia,Energy,165.1
2018-12-01,Nova Scotia,Energy,158.1
2019-01-01,Nova Scotia,Energy,158.2
2019-02-01,Nova Scotia,Energy,161.3
2019-03-01,Nova Scotia,Energy,169.7
2019-04-01,Nova Scotia,Energy,177.2
2019-05-01,Nova Scotia,Energy,177.4
2019-06-01,Nova Scotia,Energy,167.3
2019-07-01,Nova Scotia,Energy,171.9
2019-08-01,Nova Scotia,Energy,167.8
2019-09-01,Nova Scotia,Energy,166.2
2019-10-01,Nova Scotia,Energy,167.9
2019-11-01,Nova Scotia,Energy,168.4
2019-12-01,Nova Scotia,Energy,168.0
2020-01-01,Nova Scotia,Energy,168.9
2020-02-01,Nova Scotia,Energy,165.0
2020-03-01,Nova Scotia,Energy,147.3
2020-04-01,Nova Scotia,Energy,131.6
2020-05-01,Nova Scotia,Energy,133.8
2020-06-01,Nova Scotia,Energy,141.6
2020-07-01,Nova Scotia,Energy,147.5
2020-08-01,Nova Scotia,Energy,148.0
2020-09-01,Nova Scotia,Energy,147.5
2020-10-01,Nova Scotia,Energy,147.4
2020-11-01,Nova Scotia,Energy,146.0
2020-12-01,Nova Scotia,Energy,151.7
2021-01-01,Nova Scotia,Energy,161.2
2021-02-01,Nova Scotia,Energy,167.3
2021-03-01,Nova Scotia,Energy,176.7
2021-04-01,Nova Scotia,Energy,176.4
2021-05-01,Nova Scotia,Energy,178.1
2021-06-01,Nova Scotia,Energy,179.4
2021-07-01,Nova Scotia,Energy,184.1
2021-08-01,Nova Scotia,Energy,183.7
2021-09-01,Nova Scotia,Energy,184.3
2021-10-01,Nova Scotia,Energy,191.8
2021-11-01,Nova Scotia,Energy,192.8
2018-01-01,Nova Scotia,Goods,128.8
2018-02-01,Nova Scotia,Goods,130.0
2018-03-01,Nova Scotia,Goods,130.4
2018-04-01,Nova Scotia,Goods,131.4
2018-05-01,Nova Scotia,Goods,130.9
2018-06-01,Nova Scotia,Goods,130.9
2018-07-01,Nova Scotia,Goods,131.0
2018-08-01,Nova Scotia,Goods,131.1
2018-09-01,Nova Scotia,Goods,130.6
2018-10-01,Nova Scotia,Goods,131.7
2018-11-01,Nova Scotia,Goods,130.3
2018-12-01,Nova Scotia,Goods,128.6
2019-01-01,Nova Scotia,Goods,129.5
2019-02-01,Nova Scotia,Goods,130.9
2019-03-01,Nova Scotia,Goods,132.5
2019-04-01,Nova Scotia,Goods,133.5
2019-05-01,Nova Scotia,Goods,133.4
2019-06-01,Nova Scotia,Goods,132.0
2019-07-01,Nova Scotia,Goods,132.6
2019-08-01,Nova Scotia,Goods,132.3
2019-09-01,Nova Scotia,Goods,132.9
2019-10-01,Nova Scotia,Goods,132.4
2019-11-01,Nova Scotia,Goods,133.1
2019-12-01,Nova Scotia,Goods,131.6
2020-01-01,Nova Scotia,Goods,133.2
2020-02-01,Nova Scotia,Goods,133.5
2020-03-01,Nova Scotia,Goods,131.2
2020-04-01,Nova Scotia,Goods,128.7
2020-05-01,Nova Scotia,Goods,128.6
2020-06-01,Nova Scotia,Goods,130.1
2020-07-01,Nova Scotia,Goods,130.5
2020-08-01,Nova Scotia,Goods,130.5
2020-09-01,Nova Scotia,Goods,130.2
2020-10-01,Nova Scotia,Goods,131.1
2020-11-01,Nova Scotia,Goods,131.3
2020-12-01,Nova Scotia,Goods,131.0
2021-01-01,Nova Scotia,Goods,133.6
2021-02-01,Nova Scotia,Goods,134.5
2021-03-01,Nova Scotia,Goods,136.3
2021-04-01,Nova Scotia,Goods,136.3
2021-05-01,Nova Scotia,Goods,137.6
2021-06-01,Nova Scotia,Goods,137.7
2021-07-01,Nova Scotia,Goods,138.9
2021-08-01,Nova Scotia,Goods,139.2
2021-09-01,Nova Scotia,Goods,139.5
2021-10-01,Nova Scotia,Goods,141.3
2021-11-01,Nova Scotia,Goods,141.8
2018-01-01,Nova Scotia,Services,139.0
2018-02-01,Nova Scotia,Services,139.6
2018-03-01,Nova Scotia,Services,140.3
2018-04-01,Nova Scotia,Services,140.7
2018-05-01,Nova Scotia,Services,140.2
2018-06-01,Nova Scotia,Services,140.3
2018-07-01,Nova Scotia,Services,141.8
2018-08-01,Nova Scotia,Services,142.1
2018-09-01,Nova Scotia,Services,141.1
2018-10-01,Nova Scotia,Services,142.2
2018-11-01,Nova Scotia,Services,141.8
2018-12-01,Nova Scotia,Services,142.2
2019-01-01,Nova Scotia,Services,141.3
2019-02-01,Nova Scotia,Services,141.3
2019-03-01,Nova Scotia,Services,141.9
2019-04-01,Nova Scotia,Services,142.0
2019-05-01,Nova Scotia,Services,143.0
2019-06-01,Nova Scotia,Services,143.7
2019-07-01,Nova Scotia,Services,145.3
2019-08-01,Nova Scotia,Services,145.4
2019-09-01,Nova Scotia,Services,144.8
2019-10-01,Nova Scotia,Services,144.5
2019-11-01,Nova Scotia,Services,144.6
2019-12-01,Nova Scotia,Services,145.1
2020-01-01,Nova Scotia,Services,144.7
2020-02-01,Nova Scotia,Services,145.6
2020-03-01,Nova Scotia,Services,145.8
2020-04-01,Nova Scotia,Services,145.5
2020-05-01,Nova Scotia,Services,145.5
2020-06-01,Nova Scotia,Services,146.2
2020-07-01,Nova Scotia,Services,146.1
2020-08-01,Nova Scotia,Services,145.5
2020-09-01,Nova Scotia,Services,145.8
2020-10-01,Nova Scotia,Services,146.7
2020-11-01,Nova Scotia,Services,147.1
2020-12-01,Nova Scotia,Services,147.4
2021-01-01,Nova Scotia,Services,148.0
2021-02-01,Nova Scotia,Services,148.1
2021-03-01,Nova Scotia,Services,148.2
2021-04-01,Nova Scotia,Services,149.1
2021-05-01,Nova Scotia,Services,149.4
2021-06-01,Nova Scotia,Services,149.5
2021-07-01,Nova Scotia,Services,150.4
2021-08-01,Nova Scotia,Services,150.5
2021-09-01,Nova Scotia,Services,150.4
2021-10-01,Nova Scotia,Services,150.9
2021-11-01,Nova Scotia,Services,150.6
2018-01-01,New Brunswick,All-items,132.5
2018-02-01,New Brunswick,All-items,133.5
2018-03-01,New Brunswick,All-items,133.8
2018-04-01,New Brunswick,All-items,134.1
2018-05-01,New Brunswick,All-items,133.9
2018-06-01,New Brunswick,All-items,134.0
2018-07-01,New Brunswick,All-items,134.8
2018-08-01,New Brunswick,All-items,134.7
2018-09-01,New Brunswick,All-items,134.2
2018-10-01,New Brunswick,All-items,135.1
2018-11-01,New Brunswick,All-items,134.1
2018-12-01,New Brunswick,All-items,133.3
2019-01-01,New Brunswick,All-items,134.0
2019-02-01,New Brunswick,All-items,134.7
2019-03-01,New Brunswick,All-items,135.9
2019-04-01,New Brunswick,All-items,136.4
2019-05-01,New Brunswick,All-items,136.7
2019-06-01,New Brunswick,All-items,136.3
2019-07-01,New Brunswick,All-items,137.1
2019-08-01,New Brunswick,All-items,137.4
2019-09-01,New Brunswick,All-items,136.6
2019-10-01,New Brunswick,All-items,136.8
2019-11-01,New Brunswick,All-items,137.3
2019-12-01,New Brunswick,All-items,136.4
2020-01-01,New Brunswick,All-items,137.3
2020-02-01,New Brunswick,All-items,137.6
2020-03-01,New Brunswick,All-items,136.6
2020-04-01,New Brunswick,All-items,134.6
2020-05-01,New Brunswick,All-items,135.6
2020-06-01,New Brunswick,All-items,136.6
2020-07-01,New Brunswick,All-items,137.1
2020-08-01,New Brunswick,All-items,136.6
2020-09-01,New Brunswick,All-items,136.3
2020-10-01,New Brunswick,All-items,137.0
2020-11-01,New Brunswick,All-items,136.8
2020-12-01,New Brunswick,All-items,136.9
2021-01-01,New Brunswick,All-items,138.2
2021-02-01,New Brunswick,All-items,138.7
2021-03-01,New Brunswick,All-items,139.2
2021-04-01,New Brunswick,All-items,140.3
2021-05-01,New Brunswick,All-items,141.4
2021-06-01,New Brunswick,All-items,141.5
2021-07-01,New Brunswick,All-items,142.5
2021-08-01,New Brunswick,All-items,143.0
2021-09-01,New Brunswick,All-items,143.3
2021-10-01,New Brunswick,All-items,144.5
2021-11-01,New Brunswick,All-items,144.6
2018-01-01,New Brunswick,Food,149.7
2018-02-01,New Brunswick,Food,150.3
2018-03-01,New Brunswick,Food,150.0
2018-04-01,New Brunswick,Food,150.9
2018-05-01,New Brunswick,Food,149.6
2018-06-01,New Brunswick,Food,150.0
2018-07-01,New Brunswick,Food,151.1
2018-08-01,New Brunswick,Food,151.8
2018-09-01,New Brunswick,Food,150.6
2018-10-01,New Brunswick,Food,149.9
2018-11-01,New Brunswick,Food,151.4
2018-12-01,New Brunswick,Food,151.4
2019-01-01,New Brunswick,Food,154.1
2019-02-01,New Brunswick,Food,154.1
2019-03-01,New Brunswick,Food,154.8
2019-04-01,New Brunswick,Food,153.3
2019-05-01,New Brunswick,Food,154.1
2019-06-01,New Brunswick,Food,156.2
2019-07-01,New Brunswick,Food,157.0
2019-08-01,New Brunswick,Food,157.8
2019-09-01,New Brunswick,Food,156.1
2019-10-01,New Brunswick,Food,155.2
2019-11-01,New Brunswick,Food,157.6
2019-12-01,New Brunswick,Food,156.4
2020-01-01,New Brunswick,Food,159.3
2020-02-01,New Brunswick,Food,158.2
2020-03-01,New Brunswick,Food,158.5
2020-04-01,New Brunswick,Food,159.9
2020-05-01,New Brunswick,Food,161.0
2020-06-01,New Brunswick,Food,161.1
2020-07-01,New Brunswick,Food,161.2
2020-08-01,New Brunswick,Food,160.0
2020-09-01,New Brunswick,Food,157.4
2020-10-01,New Brunswick,Food,159.8
2020-11-01,New Brunswick,Food,159.4
2020-12-01,New Brunswick,Food,159.9
2021-01-01,New Brunswick,Food,162.0
2021-02-01,New Brunswick,Food,161.8
2021-03-01,New Brunswick,Food,161.6
2021-04-01,New Brunswick,Food,162.1
2021-05-01,New Brunswick,Food,163.9
2021-06-01,New Brunswick,Food,164.3
2021-07-01,New Brunswick,Food,165.7
2021-08-01,New Brunswick,Food,166.8
2021-09-01,New Brunswick,Food,166.7
2021-10-01,New Brunswick,Food,168.0
2021-11-01,New Brunswick,Food,168.5
2018-01-01,New Brunswick,Shelter,136.4
2018-02-01,New Brunswick,Shelter,136.6
2018-03-01,New Brunswick,Shelter,136.5
2018-04-01,New Brunswick,Shelter,136.6
2018-05-01,New Brunswick,Shelter,137.1
2018-06-01,New Brunswick,Shelter,137.3
2018-07-01,New Brunswick,Shelter,137.5
2018-08-01,New Brunswick,Shelter,137.5
2018-09-01,New Brunswick,Shelter,138.1
2018-10-01,New Brunswick,Shelter,138.9
2018-11-01,New Brunswick,Shelter,138.9
2018-12-01,New Brunswick,Shelter,138.3
2019-01-01,New Brunswick,Shelter,138.6
2019-02-01,New Brunswick,Shelter,139.0
2019-03-01,New Brunswick,Shelter,139.1
2019-04-01,New Brunswick,Shelter,139.6
2019-05-01,New Brunswick,Shelter,139.8
2019-06-01,New Brunswick,Shelter,139.8
2019-07-01,New Brunswick,Shelter,140.0
2019-08-01,New Brunswick,Shelter,140.5
2019-09-01,New Brunswick,Shelter,140.6
2019-10-01,New Brunswick,Shelter,141.7
2019-11-01,New Brunswick,Shelter,141.8
2019-12-01,New Brunswick,Shelter,142.1
2020-01-01,New Brunswick,Shelter,142.9
2020-02-01,New Brunswick,Shelter,142.4
2020-03-01,New Brunswick,Shelter,142.2
2020-04-01,New Brunswick,Shelter,141.5
2020-05-01,New Brunswick,Shelter,141.1
2020-06-01,New Brunswick,Shelter,141.7
2020-07-01,New Brunswick,Shelter,142.1
2020-08-01,New Brunswick,Shelter,142.1
2020-09-01,New Brunswick,Shelter,142.1
2020-10-01,New Brunswick,Shelter,142.1
2020-11-01,New Brunswick,Shelter,142.2
2020-12-01,New Brunswick,Shelter,143.0
2021-01-01,New Brunswick,Shelter,142.8
2021-02-01,New Brunswick,Shelter,143.7
2021-03-01,New Brunswick,Shelter,144.5
2021-04-01,New Brunswick,Shelter,145.7
2021-05-01,New Brunswick,Shelter,147.5
2021-06-01,New Brunswick,Shelter,147.4
2021-07-01,New Brunswick,Shelter,147.6
2021-08-01,New Brunswick,Shelter,148.0
2021-09-01,New Brunswick,Shelter,148.7
2021-10-01,New Brunswick,Shelter,149.4
2021-11-01,New Brunswick,Shelter,149.6
2018-01-01,New Brunswick,"Household operations, furnishings and equipment",125.6
2018-02-01,New Brunswick,"Household operations, furnishings and equipment",127.2
2018-03-01,New Brunswick,"Household operations, furnishings and equipment",127.2
2018-04-01,New Brunswick,"Household operations, furnishings and equipment",127.8
2018-05-01,New Brunswick,"Household operations, furnishings and equipment",125.5
2018-06-01,New Brunswick,"Household operations, furnishings and equipment",125.9
2018-07-01,New Brunswick,"Household operations, furnishings and equipment",126.9
2018-08-01,New Brunswick,"Household operations, furnishings and equipment",126.6
2018-09-01,New Brunswick,"Household operations, furnishings and equipment",126.9
2018-10-01,New Brunswick,"Household operations, furnishings and equipment",127.7
2018-11-01,New Brunswick,"Household operations, furnishings and equipment",126.1
2018-12-01,New Brunswick,"Household operations, furnishings and equipment",125.2
2019-01-01,New Brunswick,"Household operations, furnishings and equipment",125.7
2019-02-01,New Brunswick,"Household operations, furnishings and equipment",125.6
2019-03-01,New Brunswick,"Household operations, furnishings and equipment",125.4
2019-04-01,New Brunswick,"Household operations, furnishings and equipment",125.9
2019-05-01,New Brunswick,"Household operations, furnishings and equipment",125.3
2019-06-01,New Brunswick,"Household operations, furnishings and equipment",125.1
2019-07-01,New Brunswick,"Household operations, furnishings and equipment",124.4
2019-08-01,New Brunswick,"Household operations, furnishings and equipment",124.7
2019-09-01,New Brunswick,"Household operations, furnishings and equipment",124.9
2019-10-01,New Brunswick,"Household operations, furnishings and equipment",124.8
2019-11-01,New Brunswick,"Household operations, furnishings and equipment",125.3
2019-12-01,New Brunswick,"Household operations, furnishings and equipment",124.1
2020-01-01,New Brunswick,"Household operations, furnishings and equipment",123.7
2020-02-01,New Brunswick,"Household operations, furnishings and equipment",124.6
2020-03-01,New Brunswick,"Household operations, furnishings and equipment",125.1
2020-04-01,New Brunswick,"Household operations, furnishings and equipment",125.4
2020-05-01,New Brunswick,"Household operations, furnishings and equipment",125.8
2020-06-01,New Brunswick,"Household operations, furnishings and equipment",125.6
2020-07-01,New Brunswick,"Household operations, furnishings and equipment",126.1
2020-08-01,New Brunswick,"Household operations, furnishings and equipment",126.2
2020-09-01,New Brunswick,"Household operations, furnishings and equipment",125.8
2020-10-01,New Brunswick,"Household operations, furnishings and equipment",126.0
2020-11-01,New Brunswick,"Household operations, furnishings and equipment",125.5
2020-12-01,New Brunswick,"Household operations, furnishings and equipment",124.6
2021-01-01,New Brunswick,"Household operations, furnishings and equipment",125.3
2021-02-01,New Brunswick,"Household operations, furnishings and equipment",124.8
2021-03-01,New Brunswick,"Household operations, furnishings and equipment",122.5
2021-04-01,New Brunswick,"Household operations, furnishings and equipment",124.9
2021-05-01,New Brunswick,"Household operations, furnishings and equipment",124.3
2021-06-01,New Brunswick,"Household operations, furnishings and equipment",124.5
2021-07-01,New Brunswick,"Household operations, furnishings and equipment",124.5
2021-08-01,New Brunswick,"Household operations, furnishings and equipment",124.6
2021-09-01,New Brunswick,"Household operations, furnishings and equipment",126.0
2021-10-01,New Brunswick,"Household operations, furnishings and equipment",125.8
2021-11-01,New Brunswick,"Household operations, furnishings and equipment",125.6
2018-01-01,New Brunswick,Clothing and footwear,99.9
2018-02-01,New Brunswick,Clothing and footwear,101.3
2018-03-01,New Brunswick,Clothing and footwear,103.0
2018-04-01,New Brunswick,Clothing and footwear,102.7
2018-05-01,New Brunswick,Clothing and footwear,100.4
2018-06-01,New Brunswick,Clothing and footwear,101.0
2018-07-01,New Brunswick,Clothing and footwear,99.0
2018-08-01,New Brunswick,Clothing and footwear,99.7
2018-09-01,New Brunswick,Clothing and footwear,101.6
2018-10-01,New Brunswick,Clothing and footwear,102.4
2018-11-01,New Brunswick,Clothing and footwear,101.5
2018-12-01,New Brunswick,Clothing and footwear,97.8
2019-01-01,New Brunswick,Clothing and footwear,99.5
2019-02-01,New Brunswick,Clothing and footwear,102.3
2019-03-01,New Brunswick,Clothing and footwear,103.7
2019-04-01,New Brunswick,Clothing and footwear,102.3
2019-05-01,New Brunswick,Clothing and footwear,101.5
2019-06-01,New Brunswick,Clothing and footwear,100.5
2019-07-01,New Brunswick,Clothing and footwear,98.4
2019-08-01,New Brunswick,Clothing and footwear,101.6
2019-09-01,New Brunswick,Clothing and footwear,102.3
2019-10-01,New Brunswick,Clothing and footwear,103.6
2019-11-01,New Brunswick,Clothing and footwear,102.4
2019-12-01,New Brunswick,Clothing and footwear,98.5
2020-01-01,New Brunswick,Clothing and footwear,100.1
2020-02-01,New Brunswick,Clothing and footwear,101.1
2020-03-01,New Brunswick,Clothing and footwear,102.6
2020-04-01,New Brunswick,Clothing and footwear,93.2
2020-05-01,New Brunswick,Clothing and footwear,94.0
2020-06-01,New Brunswick,Clothing and footwear,95.5
2020-07-01,New Brunswick,Clothing and footwear,96.4
2020-08-01,New Brunswick,Clothing and footwear,98.5
2020-09-01,New Brunswick,Clothing and footwear,98.5
2020-10-01,New Brunswick,Clothing and footwear,99.8
2020-11-01,New Brunswick,Clothing and footwear,100.0
2020-12-01,New Brunswick,Clothing and footwear,96.9
2021-01-01,New Brunswick,Clothing and footwear,97.1
2021-02-01,New Brunswick,Clothing and footwear,96.7
2021-03-01,New Brunswick,Clothing and footwear,97.9
2021-04-01,New Brunswick,Clothing and footwear,99.2
2021-05-01,New Brunswick,Clothing and footwear,98.8
2021-06-01,New Brunswick,Clothing and footwear,97.0
2021-07-01,New Brunswick,Clothing and footwear,98.6
2021-08-01,New Brunswick,Clothing and footwear,98.5
2021-09-01,New Brunswick,Clothing and footwear,99.4
2021-10-01,New Brunswick,Clothing and footwear,99.1
2021-11-01,New Brunswick,Clothing and footwear,99.6
2018-01-01,New Brunswick,Transportation,131.8
2018-02-01,New Brunswick,Transportation,132.5
2018-03-01,New Brunswick,Transportation,131.3
2018-04-01,New Brunswick,Transportation,133.1
2018-05-01,New Brunswick,Transportation,133.7
2018-06-01,New Brunswick,Transportation,134.3
2018-07-01,New Brunswick,Transportation,134.6
2018-08-01,New Brunswick,Transportation,134.4
2018-09-01,New Brunswick,Transportation,132.7
2018-10-01,New Brunswick,Transportation,134.3
2018-11-01,New Brunswick,Transportation,131.1
2018-12-01,New Brunswick,Transportation,130.4
2019-01-01,New Brunswick,Transportation,130.4
2019-02-01,New Brunswick,Transportation,132.0
2019-03-01,New Brunswick,Transportation,134.5
2019-04-01,New Brunswick,Transportation,138.0
2019-05-01,New Brunswick,Transportation,138.5
2019-06-01,New Brunswick,Transportation,136.3
2019-07-01,New Brunswick,Transportation,137.6
2019-08-01,New Brunswick,Transportation,136.8
2019-09-01,New Brunswick,Transportation,134.6
2019-10-01,New Brunswick,Transportation,135.7
2019-11-01,New Brunswick,Transportation,136.4
2019-12-01,New Brunswick,Transportation,136.6
2020-01-01,New Brunswick,Transportation,137.5
2020-02-01,New Brunswick,Transportation,137.6
2020-03-01,New Brunswick,Transportation,132.4
2020-04-01,New Brunswick,Transportation,127.3
2020-05-01,New Brunswick,Transportation,130.2
2020-06-01,New Brunswick,Transportation,133.8
2020-07-01,New Brunswick,Transportation,134.2
2020-08-01,New Brunswick,Transportation,132.8
2020-09-01,New Brunswick,Transportation,132.7
2020-10-01,New Brunswick,Transportation,133.8
2020-11-01,New Brunswick,Transportation,134.0
2020-12-01,New Brunswick,Transportation,134.7
2021-01-01,New Brunswick,Transportation,138.3
2021-02-01,New Brunswick,Transportation,140.7
2021-03-01,New Brunswick,Transportation,143.2
2021-04-01,New Brunswick,Transportation,144.1
2021-05-01,New Brunswick,Transportation,145.8
2021-06-01,New Brunswick,Transportation,146.4
2021-07-01,New Brunswick,Transportation,149.1
2021-08-01,New Brunswick,Transportation,150.2
2021-09-01,New Brunswick,Transportation,150.1
2021-10-01,New Brunswick,Transportation,152.3
2021-11-01,New Brunswick,Transportation,153.1
2018-01-01,New Brunswick,Gasoline,154.3
2018-02-01,New Brunswick,Gasoline,153.4
2018-03-01,New Brunswick,Gasoline,153.3
2018-04-01,New Brunswick,Gasoline,165.2
2018-05-01,New Brunswick,Gasoline,173.5
2018-06-01,New Brunswick,Gasoline,169.7
2018-07-01,New Brunswick,Gasoline,170.8
2018-08-01,New Brunswick,Gasoline,170.5
2018-09-01,New Brunswick,Gasoline,170.9
2018-10-01,New Brunswick,Gasoline,169.9
2018-11-01,New Brunswick,Gasoline,153.1
2018-12-01,New Brunswick,Gasoline,141.9
2019-01-01,New Brunswick,Gasoline,137.4
2019-02-01,New Brunswick,Gasoline,140.4
2019-03-01,New Brunswick,Gasoline,154.3
2019-04-01,New Brunswick,Gasoline,175.2
2019-05-01,New Brunswick,Gasoline,175.4
2019-06-01,New Brunswick,Gasoline,160.5
2019-07-01,New Brunswick,Gasoline,167.1
2019-08-01,New Brunswick,Gasoline,161.7
2019-09-01,New Brunswick,Gasoline,158.8
2019-10-01,New Brunswick,Gasoline,159.4
2019-11-01,New Brunswick,Gasoline,160.3
2019-12-01,New Brunswick,Gasoline,159.6
2020-01-01,New Brunswick,Gasoline,158.9
2020-02-01,New Brunswick,Gasoline,152.7
2020-03-01,New Brunswick,Gasoline,128.6
2020-04-01,New Brunswick,Gasoline,99.5
2020-05-01,New Brunswick,Gasoline,112.1
2020-06-01,New Brunswick,Gasoline,125.6
2020-07-01,New Brunswick,Gasoline,132.9
2020-08-01,New Brunswick,Gasoline,131.1
2020-09-01,New Brunswick,Gasoline,131.4
2020-10-01,New Brunswick,Gasoline,131.1
2020-11-01,New Brunswick,Gasoline,127.7
2020-12-01,New Brunswick,Gasoline,133.4
2021-01-01,New Brunswick,Gasoline,143.4
2021-02-01,New Brunswick,Gasoline,151.8
2021-03-01,New Brunswick,Gasoline,166.3
2021-04-01,New Brunswick,Gasoline,169.7
2021-05-01,New Brunswick,Gasoline,173.5
2021-06-01,New Brunswick,Gasoline,175.6
2021-07-01,New Brunswick,Gasoline,183.1
2021-08-01,New Brunswick,Gasoline,183.7
2021-09-01,New Brunswick,Gasoline,185.6
2021-10-01,New Brunswick,Gasoline,192.9
2021-11-01,New Brunswick,Gasoline,196.5
2018-01-01,New Brunswick,Health and personal care,117.2
2018-02-01,New Brunswick,Health and personal care,117.1
2018-03-01,New Brunswick,Health and personal care,117.5
2018-04-01,New Brunswick,Health and personal care,117.7
2018-05-01,New Brunswick,Health and personal care,117.4
2018-06-01,New Brunswick,Health and personal care,117.4
2018-07-01,New Brunswick,Health and personal care,118.4
